,Accession,Organism_Name,SRA_Accession,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,Host,Isolation_Source,BioSample,GenBank_Title
2931,NC_040735,Oz virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Thogotovirus ozense,Thogotovirus,Orthomyxoviridae,ssRNA(-),1597,RefSeq,complete,,4,1.0,Japan,Japan,Amblyomma testudinarium,,,"Oz virus viral cRNA, segment 4, complete sequence, strain: EH8"
2932,NC_040736,Alternaria alternata chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Betachrysovirus alternariae,Betachrysovirus,Chrysoviridae,dsRNA,2785,RefSeq,complete,,RNA 3,,Japan:Aichi,Japan,Alternaria alternata,,,"Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA3, complete sequence"
2933,NC_040737,Alternaria alternata chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Betachrysovirus alternariae,Betachrysovirus,Chrysoviridae,dsRNA,836,RefSeq,complete,,RNA 5,,Japan:Aichi,Japan,Alternaria alternata,,,"Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA5, complete sequence"
2934,NC_040738,Alternaria alternata chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Betachrysovirus alternariae,Betachrysovirus,Chrysoviridae,dsRNA,3647,RefSeq,complete,,RNA 1,,Japan:Aichi,Japan,Alternaria alternata,,,"Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA1, complete sequence"
2935,NC_040739,Alternaria alternata chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Betachrysovirus alternariae,Betachrysovirus,Chrysoviridae,dsRNA,2857,RefSeq,complete,,RNA 2,,Japan:Aichi,Japan,Alternaria alternata,,,"Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA2, complete sequence"
2936,NC_040740,Alternaria alternata chrysovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Betachrysovirus alternariae,Betachrysovirus,Chrysoviridae,dsRNA,2772,RefSeq,complete,,RNA 4,,Japan:Aichi,Japan,Alternaria alternata,,,"Alternaria alternata chrysovirus 1 AaCV1 RNA, segment RNA4, complete sequence"
2937,NC_040741,Alstroemeria yellow spot virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,Als-2000,Orthotospovirus alstroemeriflavi,Orthotospovirus,Tospoviridae,ssRNA(+/-),2734,RefSeq,complete,,S,,Netherlands,Netherlands,Alstroemeria,,,"Alstroemeria yellow spot virus isolate Als-2000 segment S, complete sequence"
2938,NC_040742,Alstroemeria yellow spot virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,Als-2000,Orthotospovirus alstroemeriflavi,Orthotospovirus,Tospoviridae,ssRNA(+/-),8865,RefSeq,complete,,L,,Netherlands,Netherlands,Alstroemeria,,,"Alstroemeria yellow spot virus isolate Als-2000 segment L, complete sequence"
2939,NC_040743,Alstroemeria yellow spot virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,Als-2000,Orthotospovirus alstroemeriflavi,Orthotospovirus,Tospoviridae,ssRNA(+/-),4797,RefSeq,complete,,M,,Netherlands,Netherlands,Alstroemeria,,,"Alstroemeria yellow spot virus isolate Als-2000 segment M, complete sequence"
2950,NC_040762,Apore virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Mammarenavirus aporeense,Mammarenavirus,Arenaviridae,ssRNA(+/-),3400,RefSeq,complete,,S,,"Brazil: Cassilandia, Mato Grosso do Sul",Brazil,Oligoryzomys mattogrossae,,,"Apore mammarenavirus strain LBCE 12071 segment S, complete sequence"
2951,NC_040763,Apore virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Mammarenavirus aporeense,Mammarenavirus,Arenaviridae,ssRNA(+/-),7217,RefSeq,complete,,L,,"Brazil: Cassilandia, Mato Grosso do Sul",Brazil,Oligoryzomys mattogrossae,,,"Apore mammarenavirus strain LBCE 12071 segment L, complete sequence"
2956,NC_040768,Trichoderma harzianum bipartite mycovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,137,Trichoderma harzianum orthocurvulavirus 1,Orthocurvulavirus,Curvulaviridae,RNA,2088,RefSeq,complete,,1,,China: Xinjiang,China,Trichoderma harzianum,,,"Trichoderma harzianum bipartite mycovirus 1 isolate 137 segment 1, complete sequence"
2957,NC_040769,Trichoderma harzianum bipartite mycovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,137,Trichoderma harzianum orthocurvulavirus 1,Orthocurvulavirus,Curvulaviridae,RNA,1634,RefSeq,complete,,2,,China: Xinjiang,China,Trichoderma harzianum,,,"Trichoderma harzianum bipartite mycovirus 1 isolate 137 segment 2, complete sequence"
2958,NC_040770,Tunis virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Orthonairovirus tunisense,Orthonairovirus,Nairoviridae,ssRNA(-),12303,RefSeq,complete,,L,1.0,Tunisia: El Kof,Tunisia,Columbidae,,SAMN04530532,"Tunis virus strain Brest/Ar/T2756 segment L, complete sequence"
2959,NC_040771,Tunis virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Orthonairovirus tunisense,Orthonairovirus,Nairoviridae,ssRNA(-),4806,RefSeq,complete,,M,1.0,Tunisia: El Kof,Tunisia,Columbidae,,SAMN04530532,"Tunis virus strain Brest/Ar/T2756 segment M, complete sequence"
2960,NC_040772,Tunis virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Orthonairovirus tunisense,Orthonairovirus,Nairoviridae,ssRNA(-),1868,RefSeq,complete,,S,1.0,Tunisia: El Kof,Tunisia,Columbidae,,SAMN04530532,"Tunis virus strain Brest/Ar/T2756 segment S, complete sequence"
2964,NC_040776,Rocio virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Orthoflavivirus ilheusense,Orthoflavivirus,Flaviviridae,ssRNA(+),10794,RefSeq,complete,,,1.0,,,,,,"Rocio virus strain SPH 34675, complete genome"
2968,NC_040786,Rice stripe mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,GD-LD,Cytorhabdovirus oryzae,Cytorhabdovirus,Rhabdoviridae,ssRNA(-),12774,RefSeq,complete,,,1.0,China,China,Oryza sativa,,,"Rice stripe mosaic virus isolate GD-LD, complete genome"
2971,NC_040791,Neofusicoccum luteum fusarivirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,CAP037,Alphafusarivirus neofusicocci,Alphafusarivirus,Fusariviridae,ssRNA,6244,RefSeq,complete,,,,Portugal,Portugal,Neofusicoccum luteum,,,"Neofusicoccum luteum fusarivirus 1 isolate CAP037, complete genome"
2972,NC_040793,Alternaria arborescens victorivirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Alternaria arborescens victorivirus 1,Victorivirus,Totiviridae,dsRNA,5206,RefSeq,complete,,,1.0,USA,USA,Alternaria arborescens,,,"Alternaria arborescens victorivirus 1 genomic RNA, complete genome"
2974,NC_040796,Avian metaavulavirus 20,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,APMV-20/gull/Kazakhstan/5976/2014,Metaavulavirus kazakhstanense,Metaavulavirus,Paramyxoviridae,ssRNA(-),15954,RefSeq,complete,20,,1.0,Kazakhstan,Kazakhstan,Laridae,,,"Avian paramyxovirus 20 isolate APMV-20/gull/Kazakhstan/5976/2014, complete genome"
2975,NC_040797,Ribes americanum virus A,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,Oregon,Ribes americanum virus A,Ravavirus,Betaflexiviridae,ssRNA(+),7106,RefSeq,complete,,,,USA,USA,Ribes americanum,,,"Ribes americanum virus A isolate Oregon, complete genome"
2977,NC_040799,Helianthus annuus alphaendornavirus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,BJ,Helianthus annuus alphaendornavirus,Alphaendornavirus,Endornaviridae,dsRNA,14663,RefSeq,complete,,,,China,China,Helianthus annuus,,,"Helianthus annuus alphaendornavirus isolate BJ, complete genome"
2978,NC_040800,Actinidia seed borne latent virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,01227,Actinidia seed borne latent virus,Prunevirus,Betaflexiviridae,ssRNA(+),8192,RefSeq,complete,,,1.0,New Zealand,New Zealand,,,,"Actinidia seed-borne latent virus isolate 01227, complete genome"
2979,NC_040802,Lily yellow mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,lily-bua,Lily virus Y,Potyvirus,Potyviridae,ssRNA(+),9811,RefSeq,complete,,,1.0,China,China,Lilium,plant leaf,,"Lily yellow mosaic virus, complete genome"
2981,NC_040815,Hepacivirus P,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,RHV-GS2015,Hepacivirus P,Hepacivirus,Flaviviridae,ssRNA(+),8684,RefSeq,complete,,,,China,China,Spermophilus dauricus,"liver, abdominal cavity",,"Hepacivirus P isolate RHV-GS2015, complete genome"
2982,NC_040816,Gigaspora margarita mitovirus 2,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,GmMV2-BEG34,Duamitovirus gima2,Duamitovirus,Mitoviridae,ssRNA(+),3394,RefSeq,complete,,,1.0,Italy,Italy,Gigaspora margarita,,,"Gigaspora margarita mitovirus 2 isolate GmMV2-BEG34, complete genome"
2983,NC_040819,Leptosphaeria biglobosa mitovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Unuamitovirus lebi1,Unuamitovirus,Mitoviridae,ssRNA(+),2568,RefSeq,complete,,,,China,China,Plenodomus biglobosus,,,"Leptosphaeria biglobosa mitovirus 1, complete genome"
2987,NC_040829,Blechmonas luni narnavirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Blechmonas luni narnavirus 1,Narnavirus,Narnaviridae,ssRNA(+),2747,RefSeq,complete,,,,Czech Republic,Czech Republic,,,,"Blechmonas luni narnavirus 1 strain OSU2 RNA-dependent RNA polymerase gene, complete cds"
2990,NC_040834,Blackcurrant-associated closterovirus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,BC,Blackcurrant-associated closterovirus 1,Closterovirus,Closteroviridae,ssRNA(+),17320,RefSeq,complete,,,1.0,Canada,Canada,Ribes nigrum,,,"Blackcurrant-associated closterovirus 1 isolate BC, complete genome"
2992,NC_040836,Areca palm necrotic spindle-spot virus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,HNBT,Areca palm necrotic spindle-spot virus,Arepavirus,Potyviridae,ssRNA(+),9437,RefSeq,complete,,,1.0,China,China,Dypsis lutescens,,,"Areca palm necrotic spindle-spot virus isolate HNBT, complete genome"
2994,NC_040840,Blackcurrant leafroll-associated virus 1,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,GR,Blackcurrant leafroll-associated virus 1,Closterovirus,Closteroviridae,ssRNA(+),17161,RefSeq,complete,,,1.0,Czech Republic,Czech Republic,Ribes rubrum,plant leaf,,"Blackcurrant leafroll-associated virus 1 isolate GR, complete genome"
2995,NC_040842,Potexvirus sp.,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Potexvirus sp.,Potexvirus,Alphaflexiviridae,ssRNA(+),5839,RefSeq,complete,,,,,,Opuntia ficus-indica,,,"Potexvirus sp., complete genome"
2997,NC_040845,Avian HDV-like agent,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Avian HDV-like agent,Deltavirus,Kolmioviridae,ssRNA(-),1706,RefSeq,complete,,,,Australia,Australia,Anas,feces,,"Avian HDV-like agent, complete genome"
2999,NC_040847,Guangxi orbivirus,,"National Center for Biotechnology Information, NIH",USA,2019-02-12,,Guangxi orbivirus,Orbivirus,Sedoreoviridae,dsRNA,2000,RefSeq,complete,,4,,China: Guangxi Province,China,Bos taurus,blood,,"Guangxi orbivirus strain V172/GX/2015 segment 4, complete sequence"
3000,NC_039897,Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866,,"National Center for Biotechnology Information, NIH",USA,2018-11-21,Shimizu/KK2866,Norwalk virus,Norovirus,Caliciviridae,ssRNA(+),7745,RefSeq,complete,,,,Japan,Japan,Homo sapiens,,,"Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866, complete genome"
3001,NC_039475,Norovirus GII.17,,"National Center for Biotechnology Information, NIH",USA,2018-10-12,,Norwalk virus,Norovirus,Caliciviridae,ssRNA(+),7556,RefSeq,complete,,,1.0,South Korea,South Korea,Homo sapiens,feces,,"Norovirus GII.17, complete genome"
3002,NC_039476,Norovirus GII.2,,"National Center for Biotechnology Information, NIH",USA,2018-10-12,BJSMQ,Norwalk virus,Norovirus,Caliciviridae,ssRNA(+),7536,RefSeq,complete,,,1.0,China,China,,feces,,"Norovirus GII.2 strain Env/CHN/2016/GII.P16-GII.2/BJSMQ, complete genome"
3003,NC_039477,Norovirus GII,,"National Center for Biotechnology Information, NIH",USA,2018-10-12,NORO_226_06_01_2016,Norwalk virus,Norovirus,Caliciviridae,ssRNA(+),7567,RefSeq,complete,,,1.0,United Kingdom,United Kingdom,Homo sapiens,,,"Norovirus GII, complete genome"
3004,NC_039345,Bombali ebolavirus,,"National Center for Biotechnology Information, NIH",USA,2018-09-07,Bombali ebolavirus/Mops condylurus/SLE/2016/PREDICT_SLAB000156,Orthoebolavirus bombaliense,Orthoebolavirus,Filoviridae,ssRNA(-),19043,RefSeq,complete,,,,Sierra Leone,Sierra Leone,Mops condylurus,oronasopharynx,,"Bombali ebolavirus isolate Bombali ebolavirus/Mops condylurus/SLE/2016/PREDICT_SLAB000156, complete genome"
3005,NC_039199,Human metapneumovirus,,"National Center for Biotechnology Information, NIH",USA,2018-08-25,00-1,Metapneumovirus hominis,Metapneumovirus,Pneumoviridae,ssRNA(-),13350,RefSeq,complete,,,1.0,,,,,,"Human metapneumovirus isolate 00-1, complete genome"
3006,NC_011547,Bulbul coronavirus HKU11-934,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,,Bulbul coronavirus HKU11,Deltacoronavirus,Coronaviridae,ssRNA(+),26487,RefSeq,complete,,,1.0,Hong Kong,Hong Kong,Pycnonotus jocosus,,,"Bulbul coronavirus HKU11-934, complete genome"
3007,NC_038236,Vesicular stomatitis Indiana virus,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,,Vesiculovirus indiana,Vesiculovirus,Rhabdoviridae,ssRNA(-),11162,RefSeq,complete,Indiana 1,,1.0,USA: Colorado,USA,Equus caballus,,,"Vesicular stomatitis Indiana virus strain 98COE, complete genome"
3008,NC_038257,Phasivirus baduense,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,TS6347,Phasivirus baduense,Phasivirus,Phenuiviridae,ssRNA(-),6863,RefSeq,complete,,L,,Australia,Australia,Culex,,,"Badu virus isolate TS6347 segment L, complete sequence"
3009,NC_038258,Phasivirus baduense,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,TS6347,Phasivirus baduense,Phasivirus,Phenuiviridae,ssRNA(-),3871,RefSeq,complete,,M,,Australia,Australia,Culex,,,"Badu virus isolate TS6347 segment M, complete sequence"
3010,NC_038259,Phasivirus baduense,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,TS6347,Phasivirus baduense,Phasivirus,Phenuiviridae,ssRNA(-),1513,RefSeq,complete,,S,,Australia,Australia,Culex,,,"Badu virus isolate TS6347 segment S, complete sequence"
3011,NC_038261,Phasivirus phasiense,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,Rio,Phasivirus phasiense,Phasivirus,Phenuiviridae,ssRNA(-),3935,RefSeq,complete,,M,1.0,Brazil,Brazil,Aedes aegypti,,,"Phasi Charoen-like virus isolate Rio segment M glycoprotein gene, complete cds"
3012,NC_038262,Phasivirus phasiense,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,Rio,Phasivirus phasiense,Phasivirus,Phenuiviridae,ssRNA(-),6806,RefSeq,complete,,L,1.0,Brazil,Brazil,Aedes aegypti,,,"Phasi Charoen-like virus isolate Rio segment L RNA-dependent RNA polymerase gene, complete cds"
3013,NC_038263,Phasivirus phasiense,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,Rio,Phasivirus phasiense,Phasivirus,Phenuiviridae,ssRNA(-),1358,RefSeq,complete,,S,1.0,Brazil,Brazil,Aedes aegypti,,,"Phasi Charoen-like virus isolate Rio segment S Nucleocapsid gene, complete cds"
3014,NC_038269,Pteromalus puparum negative-strand RNA virus 1,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,1,Peropuvirus pteromali,Peropuvirus,Artoviridae,ssRNA(-),12230,RefSeq,complete,,,,China,China,Pteromalus puparum,,,"Pteromalus puparum negative-strand RNA virus 1, complete genome"
3015,NC_038270,Simian Agent 10,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,,Respirovirus pneumoniae,Respirovirus,Paramyxoviridae,ssRNA(-),15462,RefSeq,complete,,,1.0,South Africa,South Africa,Cercopithecus mitis,oronasopharynx,,"Simian Agent 10, complete genome"
3016,NC_038271,Bat Paramyxovirus Epo_spe/AR1/DRC/2009,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,BatPV/Epo_spe/AR1/DRC/2009,Bat mumps orthorubulavirus,Orthorubulavirus,Paramyxoviridae,ssRNA(-),15378,RefSeq,complete,,,1.0,Democratic Republic of the Congo,Democratic Republic of the Congo,Epomophorus,,,"Bat Paramyxovirus Epo_spe/AR1/DRC/2009, complete genome"
3017,NC_038272,Bovine respiratory syncytial virus ATCC51908,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,,Orthopneumovirus bovis,Orthopneumovirus,Pneumoviridae,ssRNA(-),15140,RefSeq,complete,,,1.0,,,,,,"Bovine respiratory syncytial virus ATCC51908, complete genome"
3018,NC_038275,Mossuril virus,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,,Hapavirus mossuril,Hapavirus,Rhabdoviridae,ssRNA(-),13106,RefSeq,complete,,,1.0,Mozambique,Mozambique,Culex sitiens,,,"Mossuril virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds"
3019,NC_038276,Ledantevirus nishimuro,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,,Ledantevirus nishimuro,Ledantevirus,Rhabdoviridae,ssRNA(-),10881,RefSeq,complete,,,1.0,,,Sus scrofa,blood,,"Nishimuro virus viral cRNA for hypothetical proteins, complete cds"
3020,NC_038278,Drosophila affinis sigmavirus,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,10,Sigmavirus affinis,Sigmavirus,Rhabdoviridae,ssRNA(-),14409,RefSeq,complete,,,,USA,USA,Drosophila affinis,,,"Drosophila affinis sigmavirus nucleocapsid protein (N), polymerase-associated protein (P), PP3 (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"
3021,NC_038279,Drosophila ananassae sigmavirus,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,Kilifi Kenya,Sigmavirus ananassae,Sigmavirus,Rhabdoviridae,ssRNA(-),12790,RefSeq,complete,,,,Kenya,Kenya,Drosophila ananassae,,,"Drosophila ananassae sigmavirus nucleocapsid protein (N), polymerase-associated protein (P), PP3 (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"
3022,NC_038280,Drosophila immigrans sigmavirus,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,,Sigmavirus immigrans,Sigmavirus,Rhabdoviridae,ssRNA(-),12486,RefSeq,complete,,,1.0,China,China,Diptera,,,"Drosophila immigrans sigmavirus strain SCM45623 nucleocapsid protein, polymerase-associated protein, PP3, matrix protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds"
3023,NC_038281,Drosophila melanogaster sigmavirus HAP23,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,HAP23,Sigmavirus melanogaster,Sigmavirus,Rhabdoviridae,ssRNA(-),12625,RefSeq,complete,,,1.0,France,France,Drosophila melanogaster,,,"Drosophila melanogaster sigma virus HAP23, complete genome"
3024,NC_038283,Ekpoma virus 2,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,EKV-2,Tibrovirus betaekpoma,Tibrovirus,Rhabdoviridae,ssRNA(-),12674,RefSeq,complete,,,1.0,Nigeria,Nigeria,Homo sapiens,,,"Ekpoma virus 2 isolate EKV-2, partial genome"
3025,NC_038285,Carajas virus,,"National Center for Biotechnology Information, NIH",USA,2018-08-24,,Vesiculovirus carajas,Vesiculovirus,Rhabdoviridae,ssRNA(-),11135,RefSeq,complete,,,1.0,Brazil,Brazil,Lutzomyia,,,"Carajas virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds"
