Accession,Length,Family,Genus,Segment,GenBank_Title,Unnamed: 6
NC_035454,2703,Phenuiviridae,Coguvirus,2,"Citrus concave gum-associated virus isolate CGW2 segment RNA2, complete sequence",
NC_035482,4847,Tospoviridae,Orthotospovirus,M,"Tomato chlorotic spot virus isolate DR segment M, complete sequence",
NC_035483,8873,Tospoviridae,Orthotospovirus,L,"Tomato chlorotic spot virus isolate DR segment L, complete sequence",
NC_035484,3311,Tospoviridae,Orthotospovirus,S,"Tomato chlorotic spot virus isolate DR segment S, complete sequence",
NC_035485,2297,Partitiviridae,Betapartitivirus,1,"Heterobasidion partitivirus 7 RNA 1, complete sequence",
NC_035486,2231,Partitiviridae,Betapartitivirus,2,"Heterobasidion partitivirus 7 RNA 2, complete sequence",
NC_035214,7586,Secoviridae,Torradovirus,1,"Lettuce necrotic leaf curl virus, RNA1, complete sequence",
NC_035215,4730,Secoviridae,Torradovirus,2,"Squash chlorotic leaf spot virus, RNA2, complete sequence",
NC_035218,7068,Secoviridae,Torradovirus,1,"Motherwort yellow mottle virus, RNA1, complete sequence",
NC_035219,5300,Secoviridae,Torradovirus,2,"Lettuce necrotic leaf curl virus, RNA2, complete sequence",
NC_035220,4963,Secoviridae,Torradovirus,2,"Motherwort yellow mottle virus, RNA2, complete sequence",
NC_035221,7045,Secoviridae,Torradovirus,1,"Squash chlorotic leaf spot virus, RNA1, complete sequence",
NC_034979,1665,Fimoviridae,Emaravirus,5,"Rose rosette virus strain SEQISO segment RNA5 p5 gene, complete cds",
NC_034980,1402,Fimoviridae,Emaravirus,6,"Rose rosette virus strain SEQISO segment RNA6 p6a and p6b genes, complete cds",
NC_034981,1649,Fimoviridae,Emaravirus,7,"Rose rosette virus strain SEQISO segment RNA7 p7 gene, complete cds",
NC_034631,4461,Peribunyaviridae,Orthobunyavirus,M,"Wolkberg virus isolate 2562_SA3 segment M glycoprotein gene, complete cds",1
NC_034632,978,Peribunyaviridae,Orthobunyavirus,S,"Wolkberg virus isolate 2562_SA3 segment S nucleoprotein gene, complete cds",1
NC_034633,6873,Peribunyaviridae,Orthobunyavirus,L,"Wolkberg virus isolate 2562_SA3 segment L RNA-dependent RNA polymerase gene, complete cds",1
NC_034511,12104,Nairoviridae,Orthonairovirus,L,Qalyub virus isolate ErAg370 segment L cRNA sequence,
NC_034512,2225,Nairoviridae,Orthonairovirus,S,Qalyub virus isolate ErAg370 segment S cRNA sequence,
NC_034515,6578,Hantaviridae,Orthohantavirus,L,"Cano Delgadito virus strain VHV-574 RNA-dependent RNA polymerase gene, complete cds",
NC_034516,3651,Hantaviridae,Orthohantavirus,M,"Sangassou virus strain SA14 glycoprotein precursor (M) gene, complete cds",
NC_034517,6531,Hantaviridae,Orthohantavirus,L,"Sangassou virus strain SA14 RNA polymerase (L) gene, complete cds",
NC_034518,3706,Hantaviridae,Orthohantavirus,M,"Khabarovsk virus isolate Fuyuan-Mm-217 glycoprotein gene, complete cds",
NC_034519,6581,Hantaviridae,Orthohantavirus,L,"Khabarovsk virus isolate Fuyuan-Mm-217 RNA-dependent RNA polymerase gene, complete cds",
NC_034522,4932,Nairoviridae,Orthonairovirus,M,Qalyub virus isolate ErAg370 segment M cRNA sequence,
NC_034525,3675,Hantaviridae,Orthohantavirus,M,"Cano Delgadito virus strain VHV-574 segment M, complete sequence",
NC_034526,1746,Hantaviridae,Orthohantavirus,S,"Sangassou virus strain SA14 N protein (S) gene, complete cds",
NC_034527,1845,Hantaviridae,Orthohantavirus,S,"Khabarovsk virus isolate Fuyuan-Mm-217 nucleocapsid gene, complete cds",
NC_034528,1986,Hantaviridae,Orthohantavirus,S,"Cano Delgadito virus strain VHV-574 segment S, complete sequence",
NC_034552,3684,Hantaviridae,Orthohantavirus,M,"Maporal virus strain HV-97021050 segment M, complete sequence",
NC_034553,6563,Hantaviridae,Orthohantavirus,L,"Maporal virus strain HV 97021050 segment L, complete sequence",
NC_034554,4414,Nairoviridae,Orthonairovirus,M,Clo Mor virus isolate ScotAr7 segment M cRNA sequence,
NC_034555,1816,Hantaviridae,Orthohantavirus,S,"Anjozorobe hantavirus strain Anjozorobe/Em/MDG/2009/ATD49 nucleocapsid protein (N) gene, complete cds",
NC_034556,6508,Hantaviridae,Orthohantavirus,L,"Anjozorobe hantavirus strain Anjozorobe/Em/MDG/2009/ATD49 RNA-dependent RNA polymerase gene, complete cds",
NC_034557,3649,Hantaviridae,Thottimvirus,M,"Imjin virus segment M glycoprotein gene, complete cds",
NC_034558,1567,Hantaviridae,Thottimvirus,S,"Imjin virus segment S nucleoprotein gene, complete cds",
NC_034559,1597,Hantaviridae,Orthohantavirus,S,"Kenkeme virus isolate Fuyuan-Sr-326 nucleocapsid gene, complete cds",
NC_034560,6499,Hantaviridae,Orthohantavirus,L,"Kenkeme virus isolate Fuyuan-Sr-326 RNA-dependent RNA polymerase gene, complete cds",
NC_034561,11806,Nairoviridae,Orthonairovirus,L,Clo Mor virus isolate ScotAr7 segment L cRNA sequence,
NC_034562,1613,Nairoviridae,Orthonairovirus,S,Clo Mor virus isolate ScotAr7 segment S cRNA sequence,
NC_034563,3586,Hantaviridae,Orthohantavirus,M,"Anjozorobe hantavirus strain Anjozorobe/Em/MDG/2009/ATD49 glycoprotein precursor, gene, complete cds",
NC_034564,6581,Hantaviridae,Thottimvirus,L,"Imjin virus segment L RNA-dependent RNA polymerase gene, complete cds",
NC_034565,3635,Hantaviridae,Orthohantavirus,M,"Kenkeme virus isolate Fuyuan-Sr-326 glycoprotein gene, complete cds",
NC_034566,1859,Hantaviridae,Orthohantavirus,S,"Maporal virus segment S nucleocapsid protein gene, complete cds",
NC_034457,1156,Peribunyaviridae,Herbevirus,S,"Tai virus strain F47/CI/2004 segment S nucleocapsid (N) gene, complete cds",
NC_034458,1212,Peribunyaviridae,Herbevirus,S,"Kibale virus strain P05/UG/2008 segment S nucleocapsid (N) gene, complete cds",
NC_034459,7454,Peribunyaviridae,Herbevirus,L,"Tai virus strain F47/CI/2004 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds",
NC_034460,7427,Peribunyaviridae,Herbevirus,L,"Kibale virus strain P05/UG/2008 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds",
NC_034461,3118,Peribunyaviridae,Herbevirus,M,"Tai virus strain F47/CI/2004 segment M glycoprotein precursor (GPC) gene, complete cds",
NC_034462,6697,Phasmaviridae,Orthophasmavirus,L,"Kigluaik phantom virus strain G10N RNA-dependent RNA polymerase (RdRp) gene, complete cds",
NC_034463,2212,Phasmaviridae,Orthophasmavirus,S,"Kigluaik phantom virus strain G10N nucleoprotein (N) gene, complete cds",
NC_034464,1825,Hantaviridae,Mobatvirus,S,"Nova virus strain Te34 nucleocapsid gene, complete cds",
NC_034465,6563,Hantaviridae,Mobatvirus,L,"Nova virus strain Te34 RNA-dependent RNA polymerase gene, complete cds",
NC_034466,3630,Hantaviridae,Orthohantavirus,M,"Fugong virus isolate FG10 segment middle, complete sequence",
NC_034467,6531,Hantaviridae,Orthohantavirus,L,"Fugong virus isolate FG10 segment large, complete sequence",
NC_034468,2683,Peribunyaviridae,Herbevirus,M,"Kibale virus strain P05/UG/2008 segment M glycoprotein precursor (GPC) gene, complete cds",
NC_034469,2792,Phasmaviridae,Orthophasmavirus,M,"Kigluaik phantom virus strain G10N glycoprotein precursor (GnGc) gene, complete cds",
NC_034470,3590,Hantaviridae,Mobatvirus,M,"Nova virus strain Te34 glycoprotein gene, complete cds",
NC_034473,1813,Hantaviridae,Orthohantavirus,S,"Fugong virus isolate FG10 segment small, complete sequence",
NC_034474,3637,Hantaviridae,Orthohantavirus,M,"Cao Bang virus strain 3 segment M glycoprotein gene, complete cds",
NC_034475,6895,Peribunyaviridae,Orthobunyavirus,L,"Oriboca virus strain BeAn17 RNA-dependent RNA polymerase gene, complete cds",1
NC_034476,1032,Peribunyaviridae,Orthobunyavirus,S,"Oriboca virus strain BeAn17 nucleocapsid protein and nonstructural protein genes, complete cds",1
NC_034477,4356,Peribunyaviridae,Orthobunyavirus,M,"Caraparu virus strain BeAn3994 polyprotein gene, complete cds",1
NC_034478,1048,Peribunyaviridae,Orthobunyavirus,S,"Caraparu virus strain BeAn3994 nucleocapsid protein and nonstructural protein genes, complete cds",1
NC_034479,6934,Peribunyaviridae,Orthobunyavirus,L,"Bwamba virus strain M459 segment L polymerase gene, complete cds",1
NC_034480,1096,Peribunyaviridae,Orthobunyavirus,S,"Bwamba virus strain M459 segment S nucleoprotein and nonstructural protein NSs genes, complete cds",1
NC_034481,902,Peribunyaviridae,Orthobunyavirus,S,"Nyando virus strain MP401 segment S nucleoprotein and nonstructural protein NSs genes, complete cds",1
NC_034482,6858,Peribunyaviridae,Orthobunyavirus,L,"Capim virus strain BeAn 8582 segment L RNA-dependent RNA polymerase gene, complete cds",1
NC_034483,824,Peribunyaviridae,Orthobunyavirus,S,"Capim virus strain BeAn 8582 segment S nucleocapsid protein gene, complete cds",1
NC_034484,1833,Hantaviridae,Orthohantavirus,S,"Cao Bang virus strain 3 segment S nucleocapsid protein gene, complete cds",
NC_034485,6533,Hantaviridae,Orthohantavirus,L,"Cao Bang virus strain 3 segment L polymerase gene, complete cds",
NC_034486,955,Peribunyaviridae,Orthobunyavirus,S,"Guaroa virus strain BeH22063 segment S, complete sequence",
NC_034487,6824,Peribunyaviridae,Orthobunyavirus,L,"Guaroa virus strain BeH22063 segment L, complete sequence",
NC_034488,4332,Peribunyaviridae,Orthobunyavirus,M,"Oriboca virus strain BeAn17 polyprotein gene, complete cds",1
NC_034489,6855,Peribunyaviridae,Orthobunyavirus,L,"Caraparu virus strain BeAn3994 RNA-dependent RNA polymerase gene, complete cds",1
NC_034490,4557,Peribunyaviridae,Orthobunyavirus,M,"Bwamba virus strain M459 segment M glycoprotein precursor gene, complete cds",1
NC_034491,4449,Peribunyaviridae,Orthobunyavirus,M,"Nyando virus strain MP401 segment M glycoprotein precursor gene, complete cds",1
NC_034492,6959,Peribunyaviridae,Orthobunyavirus,L,"Nyando virus strain MP401 segment L polymerase gene, complete cds",1
NC_034493,4379,Peribunyaviridae,Orthobunyavirus,M,"Capim virus strain BeAn 8582 segment M polyprotein gene, complete cds",1
NC_034494,4434,Nairoviridae,Orthonairovirus,M,Farallon virus isolate CalAr846 segment M cRNA sequence,
NC_034495,6894,Peribunyaviridae,Orthobunyavirus,L,"Marituba virus strain BeAn15 RNA-dependent RNA polymerase gene, complete cds",1
NC_034496,1111,Peribunyaviridae,Orthobunyavirus,S,"Marituba virus strain BeAn15 nucleocapsid protein and nonstructural protein genes, complete cds",1
NC_034497,6872,Peribunyaviridae,Orthobunyavirus,L,"Madrid virus strain BT4075 RNA-dependent RNA polymerase gene, complete cds",1
NC_034498,1090,Peribunyaviridae,Orthobunyavirus,S,"Madrid virus strain BT4075 nucleocapsid protein and nonstructural protein genes, complete cds",1
NC_034499,6866,Peribunyaviridae,Orthobunyavirus,L,"Kaeng Khoi virus strain PSC-19 segment L polymerase gene, complete cds",1
NC_034500,4568,Peribunyaviridae,Orthobunyavirus,M,"Kaeng Khoi virus strain PSC-19 segment M glycoprotein precursor gene, complete cds",1
NC_034501,975,Peribunyaviridae,Orthobunyavirus,S,"Kaeng Khoi virus strain PSC-19 segment S nucleoprotein and nonstructural protein NSs genes, complete cds",1
NC_034502,12132,Nairoviridae,Orthonairovirus,L,Farallon virus isolate CalAr846 segment L cRNA sequence,
NC_034503,1898,Nairoviridae,Orthonairovirus,S,Farallon virus isolate CalAr846 segment S cRNA sequence,
NC_034504,4594,Peribunyaviridae,Orthobunyavirus,M,"Marituba virus strain BeAn15 polyprotein gene, complete cds",1
NC_034505,4642,Peribunyaviridae,Orthobunyavirus,M,"Madrid virus strain BT4075 polyprotein gene, complete cds",1
NC_034506,4486,Peribunyaviridae,Orthobunyavirus,M,"Guaroa virus strain BeH22063 segment M, complete sequence",1
NC_034386,1590,Nairoviridae,Orthonairovirus,S,"Nairobi sheep disease virus isolate Jilin segment S nucleocapsid gene, complete cds",
NC_034387,12081,Nairoviridae,Orthonairovirus,L,"Nairobi sheep disease virus isolate Jilin segment L RNA-dependent RNA polymerase gene, complete cds",
NC_034388,5412,Nairoviridae,Orthonairovirus,M,"Keterrah virus isolate P61361 envelope glycoprotein gene, complete cds",
NC_034389,1787,Nairoviridae,Orthonairovirus,S,"Keterrah virus isolate P61361 nucleoprotein gene, complete cds",
NC_034390,2278,Mayoviridae,Idaeovirus,2,"Black currant leaf chlorosis associated virus isolate Oregon movement protein and coat protein genes, complete cds",
NC_034391,5077,Nairoviridae,Orthonairovirus,M,"Nairobi sheep disease virus isolate Jilin segment M glycoprotein precursor, gene, complete cds",
NC_034392,12272,Nairoviridae,Orthonairovirus,L,"Keterrah virus isolate P61361 RNA-dependent RNA polymerase gene, complete cds",
NC_034393,3772,Hantaviridae,Mobatvirus,M,"Quezon virus clone MT1720/1657 segment M, complete sequence",
NC_034394,1829,Hantaviridae,Orthohantavirus,S,"Bruges hantavirus strain BE/Vieux-Genappe/TE/2013/1 nucleocapsid protein gene, complete cds",
NC_034395,3641,Hantaviridae,Orthohantavirus,M,"Bruges hantavirus strain BE/Vieux-Genappe/TE/2013/1 glycoprotein precursor, gene, complete cds",
NC_034396,2006,Hantaviridae,Orthohantavirus,S,"Montano virus gene for nucleocapsid protein, complete cds, isolate: 104/2006",
NC_034397,3636,Hantaviridae,Orthohantavirus,M,"Montano virus gene for glycoprotein precursor, complete cds, isolate: 104/2006",
NC_034398,1754,Hantaviridae,Orthohantavirus,S,"Jeju virus strain 10-11 nucleocapsid protein gene, complete cds",
NC_034399,6588,Hantaviridae,Orthohantavirus,L,"Jeju virus strain 10-11 RNA-dependent RNA polymerase gene, complete cds",
NC_034400,1830,Hantaviridae,Mobatvirus,S,"Quezon virus clone MT1720/1657 segment S, complete sequence",
NC_034401,6556,Hantaviridae,Mobatvirus,L,"Quezon virus clone MT1720/1657 segment L, complete sequence",
NC_034402,6538,Hantaviridae,Orthohantavirus,L,"Bruges hantavirus strain BE/Vieux-Genappe/TE/2013/1 RNA-dependent RNA polymerase gene, complete cds",
NC_034403,6529,Hantaviridae,Orthohantavirus,L,"Montano virus gene for RNA-dependent RNA polymerase, complete cds, isolate: 104/2006",
NC_034404,3570,Hantaviridae,Orthohantavirus,M,"Jeju virus strain 10-11 glycoprotein precursor, gene, complete cds",
NC_034405,1731,Hantaviridae,Orthohantavirus,S,"Bowe virus strain VN1512 nucleocapsid gene, complete cds",
NC_034406,3597,Hantaviridae,Orthohantavirus,M,"Bowe virus strain VN1512 glycoprotein gene, complete cds",
NC_034407,6551,Hantaviridae,Orthohantavirus,L,"Bowe virus strain VN1512 RNA-dependent RNA polymerase gene, complete cds",
NC_034408,5349,Mayoviridae,Idaeovirus,1,"Black currant leaf chlorosis associated virus isolate Oregon nonstructural polyprotein gene, complete cds",
NC_034268,3528,Chrysoviridae,Betachrysovirus,1,"Botryosphaeria dothidea chrysovirus 1 strain G1 segment 1 putative RNA-dependent RNA polymerase gene, complete cds",
NC_034269,2583,Chrysoviridae,Betachrysovirus,3,"Botryosphaeria dothidea chrysovirus 1 strain G1 segment 3 hypothetical protein gene, complete cds",
NC_034270,2574,Chrysoviridae,Betachrysovirus,4,"Botryosphaeria dothidea chrysovirus 1 strain G1 segment 4 hypothetical protein gene, complete cds",
NC_034271,2816,Chrysoviridae,Betachrysovirus,2,"Botryosphaeria dothidea chrysovirus 1 strain G1 segment 2 putative coat protein gene, complete cds",
NC_034257,2260,Polymycoviridae,Polymycovirus,2,Beauveria bassiana polymycovirus 1 ORF2 gene for protein of unknown function,
NC_034258,1921,Polymycoviridae,Polymycovirus,3,Beauveria bassiana polymycovirus 1 ORF3 gene for methyl transferase,
NC_034259,1373,Polymycoviridae,Polymycovirus,4,Beauveria bassiana polymycovirus 1 ORF4 gene for Proline-Alanine-Serine rich protein,
NC_034260,2425,Polymycoviridae,Polymycovirus,1,Beauveria bassiana polymycovirus 1 RdRp gene for RNA dependent RNA polymerase,
NC_034159,1609,Partitiviridae,Deltapartitivirus,1,"Pepper cryptic virus 2 isolate HW-01 segment RNA1, complete sequence",
NC_034162,1397,Spinareoviridae,Aquareovirus,7,"Fall chinook aquareovirus isolate GSH1 segment 7, complete sequence",
NC_034163,1325,Spinareoviridae,Aquareovirus,8,"Fall chinook aquareovirus isolate GSH1 segment 8, complete sequence",
NC_034164,1141,Spinareoviridae,Aquareovirus,9,"Fall chinook aquareovirus isolate GSH1 segment 9, complete sequence",
NC_034165,979,Spinareoviridae,Aquareovirus,10,"Fall chinook aquareovirus isolate GSH1 segment 10, complete sequence",
NC_034166,728,Spinareoviridae,Aquareovirus,11,"Fall chinook aquareovirus isolate GSH1 segment 11, complete sequence",
NC_034167,1525,Partitiviridae,Deltapartitivirus,2,"Pepper cryptic virus 2 isolate HW-01 segment RNA2, complete sequence",
NC_034168,3947,Spinareoviridae,Aquareovirus,1,"Fall chinook aquareovirus isolate GSH1 segment 1, complete sequence",
NC_034169,3869,Spinareoviridae,Aquareovirus,2,"Fall chinook aquareovirus isolate GSH1 segment 2, complete sequence",
NC_034170,3702,Spinareoviridae,Aquareovirus,3,"Fall chinook aquareovirus isolate GSH1 segment 3, complete sequence",
NC_034171,2234,Spinareoviridae,Aquareovirus,4,"Fall chinook aquareovirus isolate GSH1 segment 4, complete sequence",
NC_034172,2053,Spinareoviridae,Aquareovirus,5,"Fall chinook aquareovirus isolate GSH1 segment 5, complete sequence",
NC_034173,1932,Spinareoviridae,Aquareovirus,6,"Fall chinook aquareovirus isolate GSH1 segment 6, complete sequence",
NC_033830,6466,Phenuiviridae,Phlebovirus,L,"Munguba virus segment L, complete sequence",
NC_033831,1806,Phenuiviridae,Phlebovirus,S,"Munguba virus segment S, complete sequence",
NC_033832,3283,Tospoviridae,Orthotospovirus,S,"Melon severe mosaic tospovirus isolate VE440-A segment S, complete sequence",
NC_033833,4873,Tospoviridae,Orthotospovirus,M,"Melon severe mosaic tospovirus isolate VE440-A segment M, complete sequence",
NC_033834,8911,Tospoviridae,Orthotospovirus,L,"Melon severe mosaic tospovirus isolate VE440-A segment L, complete sequence",
NC_033835,4366,Phenuiviridae,Phlebovirus,M,"Ambe virus strain BeAr407981 segment M, complete sequence",
NC_033836,6402,Phenuiviridae,Phlebovirus,L,"Anhanga virus strain BeAn46852 segment L, complete sequence",
NC_033837,1628,Phenuiviridae,Phlebovirus,S,"Anhanga virus strain BeAn46852 segment S, complete sequence",
NC_033838,4233,Phenuiviridae,Phlebovirus,M,"Tapara virus strain BeAr413570 segment M, complete sequence",
NC_033839,1823,Phenuiviridae,Phlebovirus,S,"Tapara virus strain BeAr413570 segment S, complete sequence",
NC_033840,4180,Phenuiviridae,Phlebovirus,M,"Uriurana virus strain BeAr479776 segment M, complete sequence",
NC_033841,6504,Phenuiviridae,Phlebovirus,L,"Urucuri virus strain BeAn100049 segment L, complete sequence",
NC_033842,4528,Phenuiviridae,Phlebovirus,M,"Urucuri virus strain BeAn100049 segment M, complete sequence",
NC_033843,1864,Phenuiviridae,Phlebovirus,S,"Urucuri virus strain BeAn100049 segment S, complete sequence",
